IGCH,"Type URI","Quantity (Certain)","Quantity (Uncertain)",Notes,"To check","Additional Notes"
igch1410,"Alexander, 'Babylon'?, Tetradrachm [ΒΑ.ΑΛ.; monogram in wreath TH]",1,,,,
igch1410,http://numismatics.org/sco/id/sc.1.130.25a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.378.3,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.379.3c,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.379.5a,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.379.6b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.587.1a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.587.1c,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.587.2,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.587.4c,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.939.4,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1164,2,,,,
igch1410,"Abyath'a, Tetradrachm",2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.603.3a,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.603.3b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.787b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.789b,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1122.1c,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1121.2c,2,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1112,1,,,,
igch1410,https://numismatics.org/pella/id/price.3976,1,,,,
igch1410,https://numismatics.org/pella/id/price.13,1,,,,
igch1410,https://numismatics.org/pella/id/price.112,1,,,,
igch1410,"Alexander, Macedonia, Tetradrachm [Newell, Reattribution, 13,7]",1,,,,
igch1410,"Alexander, Macedonia, Tetradrachm [Newell, Reattribution, 13,5]",1,,,,
igch1410,"Alexander, Macedonia, Tetradrachm",7,,,,
igch1410,https://numismatics.org/pella/id/price.443,1,,,,
igch1410,https://numismatics.org/pella/id/price.497,1,,,,
igch1410,https://numismatics.org/pella/id/price.481,1,,,,
igch1410,https://numismatics.org/pella/id/price.459,1,,,,
igch1410,https://numismatics.org/pella/id/price.482,1,,,,
igch1410,https://numismatics.org/pella/id/price.461,1,,,,
igch1410,https://numismatics.org/agco/id/newell.demetrius.74,1,,,,
igch1410,"Lysimachus, Amphipolis, Tetradrachm",1,,,,
igch1410,"Lysimachus, Pella, Tetradrachm",1,,,,
igch1410,"Antigonus II Gonatas Macedon Panagopoulou 2020 Pan tetradrachm [ΗΡ monogram; Period I or II]",4,,,,
igch1410,"Antigonus II Gonatas Macedon Panagopoulou 2020 Pan tetradrachm [ΗΛ monogram; Period I, II or III]",3,,,,
igch1410,"Antigonus II Gonatas Macedon Panagopoulou 2020 Pan tetradrachm [ΤΙ; Period III or IV]",1,,,,
igch1410,"Antigonus III Doson Macedon Panagopoulou 2020 [ΠΩ? Monogram; Period III or IV]",5,,,,
igch1410,https://greekcoinage.org/iris/id/antigonus_iii.panagopoulou.iii.2.4,1,,,,
igch1410,https://greekcoinage.org/iris/id/philip_v_macedon.amng.iii.2.3,7,,,,
igch1410,https://numismatics.org/pella/id/price.727,1,,,,
igch1410,https://numismatics.org/pella/id/price.736,1,,,,
igch1410,https://numismatics.org/pella/id/price.738,1,,,,
igch1410,https://numismatics.org/pella/id/price.715,1,,,,
igch1410,https://numismatics.org/pella/id/price.725,1,,,,
igch1410,https://numismatics.org/pella/id/price.3071,1,,,,
igch1410,https://numismatics.org/pella/id/price.780,1,,,,
igch1410,https://numismatics.org/pella/id/price.662,1,,,,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [bunch of grapes LF]",1,,,,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [ΘΕ monogram LF]",1,,,,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [ΜΙ TH]",1,,,,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [monogram TH]",1,,,,
igch1410,"Alexander, Uncertain Mint, Tetradrachm [no symbols]",11,,,,
igch1410,https://numismatics.org/pella/id/price.1323,1,,,,
igch1410,https://numismatics.org/pella/id/price.1321,3,,,,
igch1410,https://numismatics.org/sco/id/sc.1.158,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.245,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.510.2,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.860,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.861,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.990,3,,,,
igch1410,https://numismatics.org/sco/id/sc.1.906.1,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.907c,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.970,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.1117.3,1,,,,
igch1410,https://numismatics.org/sco/id/sc.1.892.2,1,,,,
igch1410,"Alexander, Barbarous Imitation, Tetradrachm",3,,,,
igch1411,https://numismatics.org/pella/id/price.882,1,,,,
igch1411,https://numismatics.org/pella/id/price.2385,1,,,,
igch1411,https://numismatics.org/pella/id/price.2404,1,,,,
igch1411,"Alexander, Miletus, Tetradrachm [Price NOT?]",1,,"Boehringer 1972, 172 no. 4",,
igch1411,https://numismatics.org/pella/id/price.2515,1,,,,
igch1411,https://numismatics.org/pella/id/price.2522,1,,,,
igch1411,https://numismatics.org/pella/id/price.2986,1,,,,
igch1411,https://numismatics.org/pella/id/price.2864,1,,,,
igch1411,https://numismatics.org/pella/id/price.2868,1,,,,
igch1411,https://numismatics.org/pella/id/price.2896,1,,,,
igch1411,https://numismatics.org/pella/id/price.2897,2,,,,
igch1411,https://numismatics.org/pella/id/price.2930,2,,,,
igch1411,https://numismatics.org/pella/id/price.2940,1,,,,
igch1411,https://numismatics.org/pella/id/price.2943,3,,,,
igch1411,https://numismatics.org/pella/id/price.3383,1,,,,
igch1411,https://numismatics.org/pella/id/price.2982,1,,,,
igch1411,"Alexander III, Uncertain, Tetradrachm",1,,"Boehringer 1972, 173 no. 20",,
igch1411,"Alexander III, Uncertain, Tetradrachm [Mektepini 726]",1,,"Boehringer 1972, 173 no. 21",,
igch1411,https://greekcoinage.org/iris/id/antigonus_iii.panagopoulou.iii.2.4,1,,,,
igch1411,https://greekcoinage.org/iris/id/prusias_i_bithynia.waddington.1908.9,3,,,,
igch1411,https://www.corpus-nummorum.eu/types/8461,1,,,,
igch1411,https://greekcoinage.org/iris/id/side_leschhorn_1989_1-23,5,,,,
igch1411,https://numismatics.org/sco/id/sc.1.587.1c,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.889.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1112,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.987.2b,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.985.1,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1130,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1141.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1044.2,2,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1035,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1026.5,1,,,,
igch1411,https://numismatics.org/pella/id/price.1491,1,,,,
igch1411,https://numismatics.org/pella/id/price.1486,1,,,,
igch1411,https://numismatics.org/pella/id/price.1484,1,,,,
igch1411,https://numismatics.org/pella/id/price.2867,1,,,,
igch1411,https://numismatics.org/pella/id/price.2921,1,,,,
igch1411,https://numismatics.org/pella/id/price.2825,1,,,,
igch1411,https://greekcoinage.org/iris/id/antigonus_ii_demetrius_ii_macedon.panagopoulou.iii.2.1,1,,,,
igch1411,"Lysimachus, Pergamum, Tetradrachm [Thompson 225]",1,,,,
igch1411,"Philetaerus, Pergamum, Tetradrachm [Westermark Group III XXIV]",1,,,,
igch1411,https://www.corpus-nummorum.eu/types/8455,2,,,,
igch1411,"Philetaerus, Pergamum, Tetradrachm [Westermark —]",1,,,,
igch1411,https://www.corpus-nummorum.eu/types/8835,3,,,,
igch1411,https://numismatics.org/sco/id/sc.1.571.8,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.704.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.880.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.939.3,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.921.1,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.921.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.915,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1042.1,2,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1042.2,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1044.1,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.1063,1,,,,
igch1411,https://numismatics.org/sco/id/sc.1.902.3,1,,,,
igch1411,"Alexander III, Aspendus/Perge, Tetradrachm",4,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Lysimachus, Ephesus, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Attalus I, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Seleucus II, Tarsus, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Antiochus Hierax, Alexandria Troas, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Antiochus III, Nisibis, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1411,"Antiochus III, Seleucia, Tetradrachm",1,,"All in 'Lot C', hence unrecoverable",,
igch1412,"Alexander III of Macedon, Pella, Silver, Tetradrachm, 250 B.C.-200 B.C.",,1,"9 certain are in ANS; others unknowable",,
igch1412,"Alexander III of Macedon, Argos, Silver, Tetradrachm, 250 B.C.-200 B.C.",,1,,,
igch1412,http://numismatics.org/pella/id/price.992,1,,,,
igch1412,http://numismatics.org/pella/id/price.1285,1,,,,
igch1412,http://numismatics.org/pella/id/price.1628,1,,,,
igch1412,http://numismatics.org/pella/id/price.2503,1,,,,
igch1412,http://numismatics.org/pella/id/price.2512,2,3,,,
igch1412,http://numismatics.org/pella/id/price.2517,1,,,,
igch1412,http://numismatics.org/pella/id/price.2520,1,,,,
igch1412,"Alexander III of Macedon, Perge, Silver, Tetradrachm, 250 B.C.-200 B.C.",,1,,,
igch1412,http://numismatics.org/pella/id/price.2982,1,,,,
igch1412,"Alexander III of Macedon, Aradus, Silver, Tetradrachm, 250 B.C.-200 B.C.",,1,,,
igch1414,"Alexander III of Macedon, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Alexander III of Macedon, Silver, Drachma",,500,,,
igch1414,"Lysimachus, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Eumenes I of Pergamum, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Eumenes II of Pergamum, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Antiochus I Soter, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Antiochus II Theos, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Antiochus III the Great, Silver, Tetradrachm",,[uncertain],,,
igch1414,"Antiochus VIII Grypus, Silver, Tetradrachm",,[uncertain],,,
igch1415,"Apamea in Phrygia, Silver, Cistophorus",2,uncertain,"ΚΟΛΛΙ... and ΙΟΔ may be types VIII and XIX respectively?",,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_i,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_vi,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_vii,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_v,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_iv,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_xi,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_xii,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_xx,1,,,,
igch1415,https://greekcoinage.org/iris/id/apamea_phrygiae_kleiner_1979_xxi,1,,,,
igch1415,"Uncertain value, Silver, Cistophorus",,110+,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.411bis.421-428,1,5,"5 additional not acquired by ANS",,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.494-507,1,,"ANS attributes 85 to this hoard; only 67 known to Thompson but all acquired before 1961!",,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.552bis.556-579,3,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.577bis.580-595,3,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.596-610,1,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.629-647,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.648-668,3,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.686-696,5,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.709bis.714bis-722bis,1,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.719bis.721bis.723-734,1,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.777-800,5,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.795bis.797bis.798bis.801-811,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.847bis.850bis-851bis.854-878,4,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.879-928,6,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.929-962,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.959bis-989,3,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.990-1015,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1014bis.1016-1031,11,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1050-1066,3,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1066bis-1109,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1110-1124,2,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1122bis-1123bis.1125-1130,1,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1130bis-1142,1,,,,
igch1416,https://greekcoinage.org/iris/id/athens.thompson_1961.1147-1157,1,,,,
igch1416,"Athens Imitation, Xenokles/Harmoxenos (Thompson 1420)",1,,"Not in ARCH?",,
igch1417,https://greekcoinage.org/iris/id/ariarathes_v_cappadocia_simonetta_2008_p.46-52.6-41,,66,,,
igch1417,https://greekcoinage.org/iris/id/ariarathes_vi_cappadocia_morkholm_1978_a.1-9,5,23,,,
igch1417,https://greekcoinage.org/iris/id/ariarathes_vi_cappadocia_morkholm_1978_c.1-6,4,,,,
igch1417,https://greekcoinage.org/iris/id/ariarathes_vii_cappadocia_morkholm_1978_c.1-4,1,,,,
igch1418,https://greekcoinage.org/iris/id/athens.thompson_1961.759-776,2,,,,
igch1418,https://greekcoinage.org/iris/id/athens.thompson_1961.823-839,1,,,,
igch1418,"Ariarathes V of Cappadocia, Silver",,23,"Denomination not stated",,
igch1418,https://greekcoinage.org/iris/id/ariarathes_vi_cappadocia_morkholm_1978_b.1-6,1,8,,,
igch1418,"Ariarathes VII, Silver",,6,,,
igch1418,https://greekcoinage.org/iris/id/ariarathes_viii_cappadocia_morkholm_1975_c.1-4,1,2,,,
igch1418,https://greekcoinage.org/iris/id/ariarathes_ix_cappadocia_simonetta_2008_1,7,,"de Callataÿ 1997 counts 1 more than IGCH",,
igch1421,https://numismatics.org/pella/id/price.71,1,,"Demanhur 455 = Newell Amphipolis D",,"Hoard very wrong online!"
igch1421,https://numismatics.org/pella/id/price.103,1,,"Demanhur 895 = Newell Amphipolis F",,
igch1421,https://numismatics.org/pella/id/price.3053,1,,"Demanhur 2428 = Newell 3053",,
igch1421,https://numismatics.org/pella/id/price.3211,1,,"Demanhur 3181 var. = Newell 3211",,
igch1421,"Athens, Silver, Tetradrachm",,3,"Svoronos pl. 19, 20","Svoronos 1923","Error on coinhoards.org—listed as Alexanders"
igch1421,"Athens, Silver, Tetradrachm",,12,"Svoronos pl. 19, 30","Svoronos 1923","Error on coinhoards.org—listed as Alexanders"
igch1421,"Athens Imitation, Silver, Tetradrachm",,2,"Svoronos pl. 108","Svoronos 1923","Error on coinhoards.org—listed as Alexanders"
igch1421,"Athens Imitation, Silver, Tetradrachm",,1,"Svoronos pl. 27","Svoronos 1923","Error on coinhoards.org—listed as Alexanders"
igch1422,"Alexander III of Macedon, Amphipolis, Silver, Tetradrachm, 336 B.C.-310 B.C.",,1,,"Varieties in ANS",
igch1422,"Alexander III of Macedon, Thebes, Silver, Tetradrachm, 336 B.C.-310 B.C.",,1,,"Varieties in ANS",
igch1422,"Alexander III of Macedon, Sicyon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,1,,"Varieties in ANS",
igch1422,https://numismatics.org/pella/id/price.1549,1,,,"Varieties in ANS",
igch1422,https://numismatics.org/pella/id/price.3349,1,,,"Varieties in ANS",
igch1422,"Alexander III of Macedon, Babylon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,3,,"Varieties in ANS",
igch1422,"Alexander III of Macedon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,142,,"Varieties in ANS",
igch1422,"Philip III Arrhidaeus, Babylon, Silver, Tetradrachm",,1,,"Varieties in ANS",
igch1422,"Philip III Arrhidaeus, Silver, Tetradrachm",,[uncertain],,"Varieties in ANS",
igch1424,"Alexander III of Macedon, Amphipolis, Silver, Tetradrachm, 336 B.C.-310 B.C.",,18,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Pella, Silver, Tetradrachm, 336 B.C.-310 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Sicyon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,1,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/pella/id/price.2143,2,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/pella/id/price.2664,1,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Salamis, Silver, Tetradrachm, 336 B.C.-310 B.C.",,1,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Aradus, Silver, Tetradrachm, 336 B.C.-310 B.C.",,4,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Byblus, Silver, Tetradrachm, 336 B.C.-310 B.C.",,7,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Sidon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Tyre, Silver, Tetradrachm, 336 B.C.-310 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Ptolemais-Ake, Silver, Tetradrachm, 336 B.C.-310 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Babylon, Silver, Tetradrachm, 336 B.C.-310 B.C.",,7,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Alexander III of Macedon, Uncertain value, Silver, Tetradrachm, 336 B.C.-310 B.C.",,7,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Philip III Arrhidaeus, Marathus, Silver, Tetradrachm",,1,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Philip III Arrhidaeus, Babylon, Silver, Tetradrachm",,3,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Philip III Arrhidaeus, Susa, Silver, Tetradrachm",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Amphipolis, Silver, Tetradrachm",,3,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Pella, Silver, Tetradrachm",,4,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Uncertain value, Silver, Tetradrachm",,1,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Chalcis, Silver, Tetradrachm",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Ephesus, Silver, Tetradrachm",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Tarsus, Silver, Tetradrachm",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Demetrius I Poliorcetes, Salamis, Silver, Tetradrachm",,7,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Lysimachus, Amphipolis, Silver, Tetradrachm, 306 B.C.-281 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,"Lysimachus, Lampsacus, Silver, Tetradrachm, 306 B.C.-281 B.C.",,2,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.117.1d,1,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.117.4a,1,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.119.6a,1,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.130.31,2,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.177.2,1,,"Lot A; photos on file in ANS","Varieties in ANS",
igch1424,https://numismatics.org/sco/id/sc.1.29.1a,2,,"Lot A; photos on file in ANS","Varieties in ANS",
