"id","value","place","geonames_uri","geonames_place"
"igch0624","Berceni, c. 12 km. S of Bucharest, Rumania, 1956","Berceni","http://www.geonames.org/685073","Comuna Berceni (Romania)"
"igch0509","Studeno Buče, Mihajlovgrad district, Bulgaria, 1956","Studeno Buče","",""
"igch1128","Sudak environs, Crimea oblast, Ukraine, 1910-1920","Sudak environs","",""
"igch1718","Memphis, 20 km. S of Cairo, 1915","Memphis","http://www.geonames.org/4641239","Memphis (United States)"
"igch1257","Asia Minor, southern, 1966","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0079","Nemea, Argolis, 1938","Nemea","http://www.geonames.org/2274778","Nemea (Liberia)"
"igch1282","Ephesus, Ionia, before 1912","Ephesus","http://www.geonames.org/7522155","Ephesus (Turkey)"
"igch1813","Media, 1923 (809, 1081)","Media","http://www.geonames.org/7268646","Media Luna Barrio (Puerto Rico)"
"igch1841","Thatta, Attock district, Punjab, Pakistan, c. 1926","Thatta","http://www.geonames.org/1163570","Thatta (Pakistan)"
"igch1606","Palestine, c. 1970","Palestine","http://www.geonames.org/6254930","Palestine (Palestine)"
"igch0421","Morter, island near Sibenik, Dalmatia, Yugoslavia, before 1919","Morter","http://www.geonames.org/3172554","Morter (Italy)"
"igch1719","Kom Truga, near Alexandria, 1932","Kom Truga","",""
"igch2104","Agrigento (anc. Acragas) environs, 1907","Agrigento  environs","",""
"igch0304","Larissa, Thessaly, 1940","Larissa","http://www.geonames.org/258576","Lárisa (Greece)"
"igch1680","Toukh el Garmous, 1905","Toukh el Garmous","",""
"igch0524","Zarova, near Thessalonica, Macedonia, 1898","Zarova","http://www.geonames.org/3061848","Žárová (Czechia)"
"igch2286","Macomer, (anc. Macopsisa), 60 km. SSE of Sassari, Sardinia, 1890","Macomer","http://www.geonames.org/3174367","Macomer (Italy)"
"igch0628","Bosneagu, c. 65 km. ESE of Bucharest, Rumania, 1962","Bosneagu","http://www.geonames.org/684104","Boșneagu (Romania)"
"igch0961","Madanja, Smoljan district, Bulgaria, 1936","Madanja","",""
"igch1096","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1879","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch0160","Coryphasion, near Pylos, Messenia, 1958","Coryphasion","",""
"igch1763","Tell Halaf, on the Turko-Syrian border just S of Res el-ain (anc. Resaina, Mesopotamia), 1913","Tell Halaf","http://www.geonames.org/163571","Tall Ḩalaf (Syria)"
"igch0270","Olympia, Elis, 1939","Olympia","http://www.geonames.org/5805687","Olympia (United States)"
"igch2164","Gela, 1901-1903","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch2279","Sardinia, 1937","Sardinia","http://www.geonames.org/2523227","Sardinia (Italy)"
"igch2239","Aidone, near Morgantina, 1909","Aidone","http://www.geonames.org/2525761","Aidone (Italy)"
"igch0430","Musina, c. 19 km. N of Veliko Târnovo, Bulgaria, 1962","Musina","http://www.geonames.org/787768","Musina Reka (Serbia)"
"igch1040","Norio, Abasha raion, Georgia, 1929","Norio","http://www.geonames.org/612666","Norio (Georgia)"
"igch0464","Giurgiu, Rumania, before 1869","Giurgiu","http://www.geonames.org/677106","Giurgiu (Romania)"
"igch0960","Didymotichon, Thrace, c. 1870-1875","Didymotichon","http://www.geonames.org/736447","Didymóteicho (Greece)"
"igch0308","Epirus, c. 1959","Epirus","http://www.geonames.org/6697804","Epirus (Greece)"
"igch0137","Megara, 1904","Megara","http://www.geonames.org/257365","Megara (Greece)"
"igch1504","Nablus (anc. Neapolis) region, Samaria, 1968","Nablus  region","",""
"igch1775","Midyat environs, c. 40 km. N of Nusaybin (anc. Nisibis), Mesopotamia, before 1950","Midyat environs","",""
"igch1732","Egypt, 1910","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0369","Kutina, between Nis and Leskovac, S. Serbia, Yugoslavia, 1923","Kutina","http://www.geonames.org/3196864","Kutina (Croatia)"
"igch1091","Kerch' (anc. Panticapaeum), Crimea oblast, Ukraine, 1910","Kerch'","http://www.geonames.org/706524","Kerch (Ukraine)"
"igch2144","Sicily, c. 1837","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0852","Radoslavovo, Mirkov district, Bulgaria, 1934","Radoslavovo","http://www.geonames.org/732655","Chavdar (Bulgaria)"
"igch2128","Sicily, 1962","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch0605","Grozesti, c. 43 km. SW of Bacau, Rumania, 1946-1948","Grozesti","http://www.geonames.org/676631","Comuna Grozeşti (Romania)"
"igch0980","Ostrov, Constanta district, Rumania, 1903","Ostrov","http://www.geonames.org/671630","Comuna Ostrov (Romania)"
"igch2023","Caulonia, Bruttium, 1915","Caulonia","http://www.geonames.org/2525053","Caulonia (Italy)"
"igch0728","Sredec (formerly Kara Bunar), near Pazardzik, Bulgaria, 1909","Sredec","http://www.geonames.org/6460363","Sredec (Bulgaria)"
"igch1683","Alexandria environs, 1908","Alexandria environs","",""
"igch1110","Zemo-Markhi, Mestia raion, Georgia, 1913","Zemo-Markhi","http://www.geonames.org/610923","Zemo Marghi (Georgia)"
"igch1781","Nineveh, Assyria, 1929-1930","Nineveh","http://www.geonames.org/92878","Nineveh (Iraq)"
"igch1783","Warka (anc. Orchi or Uruk), Babylonia, 1912","Warka","http://www.geonames.org/78486","Am Warkā (Yemen)"
"igch0607","Valea Calugareasca, 10 km. E of Ploiesti, Rumania, 1963","Valea Calugareasca","http://www.geonames.org/663862","Comuna Valea Călugărească (Romania)"
"igch0487","Novgrad, c. 30 km. SW of Ruse, Bulgaria, 1958","Novgrad","http://www.geonames.org/728739","Novgrad (Bulgaria)"
"igch0324","Delos, 1968","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch0900","Sladka Voda, Provadija region, Bulgaria, 1911","Sladka Voda","http://www.geonames.org/727128","Sladka Voda (Bulgaria)"
"igch1234","Isikliköy, near Mudanya (anc. Apameia-Myrlea), Bithynia, 1968","Isikliköy","http://www.geonames.org/745104","Firekli (Turkey)"
"igch0086","Crete, 1967?","Crete","http://www.geonames.org/6697802","Crete (Greece)"
"igch1450","Asia Minor, 1949","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1506","Qasr Naba, between Zahle and Baalbek, Coelesyria, 1902","Qasr Naba","http://www.geonames.org/269216","Qsarnaba (Lebanon)"
"igch0982","Berezan' Island (anc. Leuke), 1908","Berezan' Island","http://www.geonames.org/712388","Ostriv Berezan' (Ukraine)"
"igch2054","Italy?, before 1928","Italy","http://www.geonames.org/3175395","Italy (Italy)"
"igch1427","Asia Minor, southern, before 1938","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch1625","Jerusalem (Temple Mount, outside the E wall), Judaea, 1968","Jerusalem (Temple Mount","",""
"igch0858","Samothrace, before 1968","Samothrace","http://www.geonames.org/734358","Samothrace (Greece)"
"igch0055","Thessaly, 1959","Thessaly","http://www.geonames.org/6697809","Thessaly (Greece)"
"igch1000","Akhal-Sopeli, Zugdidi raion, Georgia, 1913-1915","Akhal-Sopeli","",""
"igch0059","Boeotia ?, c. 1930","Boeotia","http://www.geonames.org/263441","Boeotia (Greece)"
"igch0457","Kozani, Macedonia, 1955","Kozani","http://www.geonames.org/735563","Kozani (Greece)"
"igch1804","Susa, Susiana, 1933-1934","Susa","http://www.geonames.org/409419","Şuşa Şəhəri (Azerbaijan)"
"igch0928","Osikovo, c. 40 km. E of Veliko Târnovo, Bulgaria, 1966","Osikovo","http://www.geonames.org/514584","Osikovo (Russia)"
"igch0261","Zougra (anc. Pellene), Achaea, 1859","Zougra","http://www.geonames.org/2424011","Zougra (Chad)"
"igch0646","Cepeni, c. 30 km. W of Sofia, 19211922","Cepeni","http://www.geonames.org/981244","Lutengele (South Africa)"
"igch0877","Artsiz raion, Odessa oblast, Ukraine, 1956-1967","Artsiz raion","",""
"igch1608","Al Khalil (anc. Hebron) environs, Judaea, 1967","Al Khalil  environs","",""
"igch1981","Ruvo (anc. Rubi), 35 km. W of Bari, Apulia, date unknown","Ruvo","http://www.geonames.org/3168770","Ruvo di Puglia (Italy)"
"igch1457","Asia Minor, 1966","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0956","Kavarna, c. 60 km. NE of Varna, Bulgaria, 1915","Kavarna","http://www.geonames.org/730517","Kavarna Municipality (Bulgaria)"
"igch0598","Vîlcelele Bune, c. 27 km. SSE of Deva, Rumania, 1886","Vîlcelele Bune","http://www.geonames.org/662863","Vâlcelele Bune (Romania)"
"igch0451","Angista, near Serres, Macedonia, 1928","Angista","http://www.geonames.org/736842","Angísta (Greece)"
"igch0179","Sophikon, N of Epidaurus, Argolis, 1893","Sophikon","http://www.geonames.org/253494","Sofikón (Greece)"
"igch0354","Macedonia, c. 1840? (549, 893)","Macedonia","http://www.geonames.org/718075","Macedonia (Macedonia)"
"igch2095","Scornavacche, 30 km. NE of Camarina, 1949","Scornavacche","",""
"igch0455","Pergi, near Serres, Macedonia, 1955","Pergi","",""
"igch2383","Tourves, 50 km. E of Marseille, 1863","Tourves","http://www.geonames.org/2972168","Tourves (France)"
"igch0202","Marathon, Attica, 1936","Marathon","http://www.geonames.org/257717","Marathon (Greece)"
"igch1824","Kitab, c. 80 km. S of Samarkand, Uzbekistan (anc. Sogdiana), 1906","Kitab","http://www.geonames.org/103196","Kitab ash Shāmah (Saudi Arabia)"
"igch0255","Naxos, 1926","Naxos","http://www.geonames.org/256631","Naxos (Greece)"
"igch0786","Goljamo Čočoveni, c. 20 km. E of Sliven, Bulgaria, 1965","Goljamo Čočoveni","",""
"igch2312","Mongò, near Denia, 75 km. NE of Alicante, 1891","Mongò","http://www.geonames.org/2427637","Mongo (Chad)"
"igch1269","Asia Minor, 1969","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch2290","Sardinia, 1958","Sardinia","http://www.geonames.org/2523227","Sardinia (Italy)"
"igch2362","Avignon (anc. Avennio), 1822","Avignon","http://www.geonames.org/3035681","Avignon (France)"
"igch1530","Tartus (anc. Antaradus), N. Phoenicia, 1940","Tartus","http://www.geonames.org/163342","Tartus (Syria)"
"igch1291","Rhodes (the city), 1967","Rhodes","http://www.geonames.org/400665","Rhodes (Greece)"
"igch1235","Asia Minor, northern, before 1920","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0937","Belinzi (formerly Bekiler), c. 20 km. S of Kârdzali, Bulgaria, 1933","Belinzi","http://www.geonames.org/733331","Belintsi (Bulgaria)"
"igch0942","Sumen (formerly Kolarovgrad) environs, Bulgaria, 1958","Sumen  environs","",""
"igch1005","Aleksandrovka, Belozerka raion, Kherson oblast, Ukraine, 1929","Aleksandrovka","http://www.geonames.org/1511918","Aleksandrovka (Russia)"
"igch2180","Megara Hyblaea, 1966","Megara Hyblaea","http://www.geonames.org/8063661","Megara Hyblaea (Italy)"
"igch0502","Mramoren, c. 15 km. N of Vraca, Bulgaria, 1962","Mramoren","http://www.geonames.org/6461534","Mramoren (Bulgaria)"
"igch1980","Metaponto, Lucania, c. 1910(128 = 897)","Metaponto","http://www.geonames.org/3173518","Stazione di Metaponto (Italy)"
"igch1954","Cecina, 32 km. SSW of Livorno, Etruria, 1858","Cecina","http://www.geonames.org/3179235","Cecina (Italy)"
"igch0884","Nesebâr (anc. Mesembria), c. 40 km. NE of Burgas, Bulgaria, 1921-1922","Nesebâr","http://www.geonames.org/728825","Nesebur (Bulgaria)"
"igch0890","Ablanica, c. 70 km. S of Pazardzik, Bulgaria, 1940","Ablanica","http://www.geonames.org/6459679","Ablanica (Bulgaria)"
"igch1095","Anapa (anc. Gorgippia), Krasnodar Territory, RSFSR, 1882","Anapa","http://www.geonames.org/582182","Anapa (Russia)"
"igch1031","TSulukidze, Georgia, 1928","TSulukidze","http://www.geonames.org/613902","Khoni (Georgia)"
"igch1755","Medain Salih (El Hedjer) ?, c. 300 km. (360, 892) NW of Medina, Arabia, before 1856","Medain Salih","http://www.geonames.org/104645","Madā’in Şāliḩ (Saudi Arabia)"
"igch1702","Asyut (anc. Lycopolis), 300 km. S of Cairo, 1936","Asyut","http://www.geonames.org/359783","Assiut (Egypt)"
"igch1063","Olbia (mod. Parutino), Ochakov raion, Nikolaev oblast, Ukraine, 1946","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch0576","Belene, on the Danube W of Svistov, Bulgaria, 1882","Belene","http://www.geonames.org/733358","Obshtina Belene (Bulgaria)"
"igch2298","Pantelleria? (anc. Cossura), date unknown","Pantelleria","http://www.geonames.org/2523890","Pantelleria (Italy)"
"igch0970","Kamenica, c. 47 km. S of Pazardzik, Bulgaria, 1937","Kamenica","http://www.geonames.org/862956","Makedonska Kamenica (Macedonia)"
"igch2296","Bougie (anc. Saldae), 200 km. E of Algiers, Algeria, 1929","Bougie","http://www.geonames.org/2505329","Béjaïa (Algeria)"
"igch0969","Zlatograd, c. 55 km. SE of Smoljan, Bulgaria, 1967","Zlatograd","http://www.geonames.org/725270","Obshtina Zlatograd (Bulgaria)"
"igch0003","Euboea, , 1935?","Euboea","http://www.geonames.org/262565","Euboea (Greece)"
"igch1429","Asia Minor, southern, c. 1947","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0633","Vladesti, 5 km. WNW of Rîmnicu Vîlcea, Rumania, c. 1946","Vladesti","http://www.geonames.org/662614","Comuna Vlădeşti (Romania)"
"igch0573","Sadovec, c. 25 km. SW of Pleven, Bulgaria, 1947","Sadovec","http://www.geonames.org/6460252","Sadovec (Bulgaria)"
"igch0068","Peloponnesus ?, c. 1924","Peloponnesus","http://www.geonames.org/255620","Pelopónnisos (Greece)"
"igch1480","Seleucis region, between Antakya and Latakia (anc. Antiocheia and Laodiceia ad Mare), before 1898","Seleucis region","",""
"igch0591","Ciuc district, central Rumania, 1931","Ciuc district","",""
"igch1592","Madaba (anc. Madeba), c. 30 km. S of Amman, c. 1919","Madaba","http://www.geonames.org/248370","Madaba (Jordan)"
"igch1900","Taranto environs ("Oecist Hoard"), Calabria, c. 1948","Taranto environs","",""
"igch1973","Gerace (anc. Locri), 1906","Gerace","http://www.geonames.org/2524643","Gerace (Italy)"
"igch2103","Falconara, near Noto, 24 km. SW of Syracuse, 1908","Falconara","http://www.geonames.org/3177250","Falconara Marittima (Italy)"
"igch1087","Kuchuk-Mainak, suburb of Evpatoriia (anc. Cercinitis), Crimea oblast, Ukraine, 1964","Kuchuk-Mainak","",""
"igch0688","Rasovo, c. 40 km. N of Mihajlovgrad, Bulgaria, 1921-1922","Rasovo","http://www.geonames.org/727763","Rasovo (Bulgaria)"
"igch0122","Mavriki, near Mantineia, Arcadia, c. 1962","Mavriki","http://www.geonames.org/257559","Mavríkion (Greece)"
"igch2148","Sicily, c. 1935","Sicily","http://www.geonames.org/2523920","Palermo (Italy)"
"igch1228","Sigeum, Troas, , 1852","Sigeum","",""
"igch0046","Eleusis, Attica, 1902","Eleusis","http://www.geonames.org/262752","Elefsína (Greece)"
"igch0400","Drencova, c. 45 km. W of Turnu Severin, Rumania, 1882","Drencova","http://www.geonames.org/678841","Drencova (Romania)"
"igch0224","Greece, western?, 1964","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch1691","Egypt (lower), before 1913","Egypt","http://www.geonames.org/357994","Egypt (Egypt)"
"igch0094","Megara, 1917","Megara","http://www.geonames.org/257365","Megara (Greece)"
"igch1663","Tel el Athrib, near Benha (anc. Athribis), 50 km. N of Cairo, 1905","Tel el Athrib","",""
"igch1990","Reggio, S. Caterina, Bruttium, 1913","Reggio","http://www.geonames.org/2523630","Reggio Calabria (Italy)"
"igch1854","Sonipat, c. 45 km. N of New Delhi, India, 1871","Sonipat","http://www.geonames.org/1255744","Sonīpat (India)"
"igch1080","Olbia (mod. Parutino), 1901","Olbia","http://www.geonames.org/3172087","Olbia (Italy)"
"igch0736","Pamidovo, Pazardzik district, Bulgaria, 1962","Pamidovo","http://www.geonames.org/728451","Pamidovo (Bulgaria)"
"igch1229","Troas, before 1882","Troas","http://www.geonames.org/664589","Troaş (Romania)"
"igch0933","Istilii, c. 50 km. E of Sliven, Bulgaria, 1909","Istilii","",""
"igch0886","Rumania?, c. 1936","Rumania","http://www.geonames.org/798549","Romania (Romania)"
"igch1642","Damietta (mod. Dumyât; anc. Taniathis), 50 km. NW of Port Said, 1894","Damietta","http://www.geonames.org/358048","Damietta (Egypt)"
"igch0641","Sîncraeni, WNW of Miercurea Ciuc, Rumania, 1953","Sîncraeni","http://www.geonames.org/667068","Comuna Sâncrăieni (Romania)"
"igch1565","Antakya (anc. Antiocheia), Seleucis, 1932-1939","Antakya","http://www.geonames.org/323779","Antioch (Turkey)"
"igch0411","Razinci, c. 50 km. W of Sofia, Bulgaria, 1961","Razinci","",""
"igch1200","Caria?, c. 1925","Caria","http://www.geonames.org/8378490","Caria and Phrygia (Roman province) (Turkey)"
"igch1317","Rhodes or SW Asia Minor, c. 1900","Rhodes or SW Asia Minor","",""
"igch2143","Gela, 1883","Gela","http://www.geonames.org/2524653","Gela (Italy)"
"igch0515","Nucet Gornet, 20 km. NE of Ploiesti, Rumania, before 1942","Nucet Gornet","http://www.geonames.org/672145","Nucet (Romania)"
"igch2243","Aderno (anc. Adranum), 1910","Aderno","http://www.geonames.org/2525769","Adrano (Italy)"
"igch1479","Djeble (anc. Gabala) environs, Seleucis, c. 1929","Djeble  environs","",""
"igch0494","Bozurica, near Pleven, Bulgaria, 1951","Bozurica","",""
"igch1195","Ionia, before 1940","Ionia","http://www.geonames.org/6697805","Ionian Islands (Greece)"
"igch2172","Selinunte, 1875","Selinunte","http://www.geonames.org/2523164","Selinunte (Italy)"
"igch0217","Argos, 1924","Argos","http://www.geonames.org/264670","Argos (Greece)"
"igch0592","Ciuc district, c. 1923","Ciuc district","",""
"igch2100","Cassibile, 15 km. SW of Syracuse, 1952","Cassibile","http://www.geonames.org/2525108","Cassibile (Italy)"
"igch1469","Paphos district, 1945","Paphos district","http://www.geonames.org/146214","Paphos (Cyprus)"
"igch1038","Dzhumati environs, Makharadze raion, Georgia, 1910?","Dzhumati environs","",""
"igch1898","Cotrone, 5 km. N of Croton, Brut-(277, 506) tium, 1927","Cotrone","http://www.geonames.org/2524881","Crotone (Italy)"
"igch0264","Corinth, 1948","Corinth","http://www.geonames.org/259289","Corinth (Greece)"
"igch0756","Krumovo, near Nova Zagora, Bulgaria, 1936","Krumovo","http://www.geonames.org/729891","Krumovo (Bulgaria)"
"igch0667","Gjonmë, 10 km. SW of Elbasan, Albania, 1960","Gjonmë","http://www.geonames.org/783138","Gjonëm (Albania)"
"igch0102","Pegadakia, near Tripolis, Arcadia, 1964","Pegadakia","",""
"igch0349","Delos, 1909","Delos","http://www.geonames.org/263090","Delos (Greece)"
"igch2300","El Djem, (anc. Thysdrus), 50 km. N of Sfax, Tunisia, 1936","El Djem","http://www.geonames.org/2473655","Mu‘tamadīyat al Jamm (Tunisia)"
"igch1667","Abu Hommos, 40 km. SE of Alexandria, 1919","Abu Hommos","http://www.geonames.org/362552","Abu Ḥummuṣ (Egypt)"
"igch1446","Asia Minor, c. 1967","Asia Minor","http://www.geonames.org/7785010","Minor Lima (Malaysia)"
"igch0895","Hîrsova (anc. Carsium), c. 72 km. NW of Constanta, Rumania, 1965","Hîrsova","http://www.geonames.org/676162","Hârsova (Romania)"
"igch0260","Greece, western, 1936","Greece","http://www.geonames.org/390903","Greece (Greece)"
"igch0929","Koprivec, c. 50 km. S of Ruse, Bulgaria, 1963","Koprivec","http://www.geonames.org/6460159","Koprivec (Bulgaria)"
